embassy,embassyLabel,hostCountry,hostCountryLabel,operatorCountry,operatorCountryLabel,ambassador,ambassadorLabel
http://www.wikidata.org/entity/Q66420649,"Embassy of Cuba, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q111575999,Guillermo Vázquez Moreno
http://www.wikidata.org/entity/Q66828903,"Embassy of Slovakia, Hungary",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q214,Slovakia,http://www.wikidata.org/entity/Q3497276,Pavol Hamžík
http://www.wikidata.org/entity/Q68604418,"Embassy of Israel, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q1290588,Yakov Hadas-Handelsman
http://www.wikidata.org/entity/Q72541063,"Embassy of Russia, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q159,Russia,http://www.wikidata.org/entity/Q107262941,Evgeny Arnoldovich Stanislavov
http://www.wikidata.org/entity/Q75946924,Soviet Embassy in Budapest,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q15180,Soviet Union,http://www.wikidata.org/entity/Q4054818,Ivan Aboimov
http://www.wikidata.org/entity/Q89189164,"Embassy of Romania, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q218,Romania,http://www.wikidata.org/entity/Q105080724,Gabriel Cătălin Șopandă
http://www.wikidata.org/entity/Q96245404,"Embassy of Denmark, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q756617,Kingdom of Denmark,http://www.wikidata.org/entity/Q101552465,Erik Vilstrup Lorenzen
http://www.wikidata.org/entity/Q100325415,"Embassy of Belarus, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q184,Belarus,http://www.wikidata.org/entity/Q24450482,Aliaksandr Panamaroŭ
http://www.wikidata.org/entity/Q101069514,"embassy of Japan, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q98734418,Masato Ohtaka
http://www.wikidata.org/entity/Q101245674,embassy of Switzerland in Hungary,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q47980874,Jean-François Paroz
http://www.wikidata.org/entity/Q102005281,"Embassy of Colombia, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q102007277,Carmenza Jaramillo
http://www.wikidata.org/entity/Q106468788,"Embassy of Iraq, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q796,Iraq,http://www.wikidata.org/entity/Q100111008,Ali Hadi Hameed Al-Bayati
http://www.wikidata.org/entity/Q106962952,embassy of North Macedonia in Hungary,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q221,North Macedonia,http://www.wikidata.org/entity/Q108714136,Goran Stevcevski
http://www.wikidata.org/entity/Q107300538,embassy of Lithuania in Hungary,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q12678457,Vytautas Pinkus
http://www.wikidata.org/entity/Q107400974,embassy of Argentina in Hungary,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q108468366,Hernan Patino Mayer
http://www.wikidata.org/entity/Q107407013,"Embassy of Mexico in Budapest, Hungary",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q58437073,Rosario A. Molinero
http://www.wikidata.org/entity/Q107732466,"Embassy of South Korea, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q884,South Korea,http://www.wikidata.org/entity/Q113657241,Park Chul-min
http://www.wikidata.org/entity/Q108710194,"Embassy of Albania, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q222,Albania,http://www.wikidata.org/entity/Q108709737,Arian Spasse
http://www.wikidata.org/entity/Q108716062,Embassy of Bulgaria to Hungary,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q219,Bulgaria,http://www.wikidata.org/entity/Q108716566,Ulyana Bogdanska
http://www.wikidata.org/entity/Q108719252,"Embassy of Qatar, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q846,Qatar,http://www.wikidata.org/entity/Q108718834,Mohamad Bin Hamad Mubarak Al-Khalifa
http://www.wikidata.org/entity/Q108858956,embassy of Mongolia in Hungary,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q711,Mongolia,http://www.wikidata.org/entity/Q110763975,Baatarjav Sainnyambuu
http://www.wikidata.org/entity/Q109127602,"Embassy of the People's Republic of China, Budapest",http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q104611481,Qi Dayu
http://www.wikidata.org/entity/Q58652656,"Embassy of Germany, Reykjavík",http://www.wikidata.org/entity/Q189,Iceland,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q123614038,Clarissa Duvigneau
http://www.wikidata.org/entity/Q58206068,"Embassy of Germany, New Delhi",http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q111487911,Philipp Ackermann
http://www.wikidata.org/entity/Q1854458,"Embassy of Afghanistan, New Delhi",http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q889,Afghanistan,http://www.wikidata.org/entity/Q23761398,Shaida Mohammad Abdali
http://www.wikidata.org/entity/Q5369957,"Embassy of the United States, Jakarta",http://www.wikidata.org/entity/Q252,Indonesia,http://www.wikidata.org/entity/Q30,United States,http://www.wikidata.org/entity/Q1526335,Sung Kim
http://www.wikidata.org/entity/Q25052258,"Embassy of the United Kingdom, Jakarta",http://www.wikidata.org/entity/Q252,Indonesia,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q51685935,Moazzam Malik
http://www.wikidata.org/entity/Q31886708,"Embassy of Germany, Jakarta",http://www.wikidata.org/entity/Q252,Indonesia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q21685313,Ina Lepel
http://www.wikidata.org/entity/Q63750070,"Embassy of Hungary, Jakarta",http://www.wikidata.org/entity/Q252,Indonesia,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q73423023,Q73423023
http://www.wikidata.org/entity/Q20110427,"Embassy of Germany, Tehran",http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q22833358,Markus Potzel
http://www.wikidata.org/entity/Q58644340,"Embassy of Germany, Baghdad",http://www.wikidata.org/entity/Q796,Iraq,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q30242338,Christiane Hohmann
http://www.wikidata.org/entity/Q58647392,"Embassy of Germany, Dublin",http://www.wikidata.org/entity/Q27,Ireland,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q97796,David Gill
http://www.wikidata.org/entity/Q104771288,embassy of Hungary in Ireland,http://www.wikidata.org/entity/Q27,Ireland,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q81564250,István Manno
http://www.wikidata.org/entity/Q5369700,"Embassy of Germany, Tel Aviv",http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q111189,Steffen Seibert
http://www.wikidata.org/entity/Q6561183,"Embassy of the United Kingdom, Tel Aviv",http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q20726322,David Quarrey
http://www.wikidata.org/entity/Q63789707,"Hungarian embassy, Tel-Aviv",http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q63789988,Levente Benkő
http://www.wikidata.org/entity/Q73108428,"Embassy of India, Tel Aviv",http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q23780977,list of ambassadors of India to Israël
http://www.wikidata.org/entity/Q73108428,"Embassy of India, Tel Aviv",http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q124504672,Sanjeev Singla
http://www.wikidata.org/entity/Q106917890,"Embassy of the United Arab Emirates, Tel Aviv",http://www.wikidata.org/entity/Q801,Israel,http://www.wikidata.org/entity/Q878,United Arab Emirates,http://www.wikidata.org/entity/Q105748288,Mohamed Al Khaja
http://www.wikidata.org/entity/Q56326190,Embassy of Croatia to the Holy See,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q123247821,Ive Livljanić
http://www.wikidata.org/entity/Q56326283,"Hungarian embassy, Holy See",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q1288562,Archduke Eduard of Austria
http://www.wikidata.org/entity/Q56326446,embassy of Georgia to the Holy See,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q230,Georgia,http://www.wikidata.org/entity/Q4074835,Ketevan Bagration of Mukhrani
http://www.wikidata.org/entity/Q5369967,"Embassy of the United States, Rome",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q30,United States,http://www.wikidata.org/entity/Q5240404,David Thorne
http://www.wikidata.org/entity/Q5369967,"Embassy of the United States, Rome",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q30,United States,http://www.wikidata.org/entity/Q6536817,Lewis Michael Eisenberg
http://www.wikidata.org/entity/Q5369967,"Embassy of the United States, Rome",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q30,United States,http://www.wikidata.org/entity/Q16106046,John R. Phillips
http://www.wikidata.org/entity/Q2841759,"embassy of France, Rome",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q19810480,Christian Masset
http://www.wikidata.org/entity/Q1860153,Embassy of Germany to the Holy See,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q66531802,Bernhard Kotsch
http://www.wikidata.org/entity/Q18712931,"Embassy of the United Kingdom, Rome",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q27919443,Jill Morris
http://www.wikidata.org/entity/Q22226879,"Embassy of Germany, Rome",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q23061609,Viktor Elbling
http://www.wikidata.org/entity/Q22226879,"Embassy of Germany, Rome",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q30019448,Hans-Dieter Lucas
http://www.wikidata.org/entity/Q27990846,Embassy of the Slovak Republic in Rome,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q214,Slovakia,http://www.wikidata.org/entity/Q111170833,Karla Wursterová
http://www.wikidata.org/entity/Q28065003,"Embassy of the Republic of China (Taiwan), Holy See",http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q865,Taiwan,http://www.wikidata.org/entity/Q9059448,Larry Wang
http://www.wikidata.org/entity/Q65166817,embassy of Lithuania to the Holy See,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q11815978,Petras Zapolskas
http://www.wikidata.org/entity/Q103844418,embassy of Lithuania in Italy,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q11815978,Petras Zapolskas
http://www.wikidata.org/entity/Q103844418,embassy of Lithuania in Italy,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q12657553,Jolanta Balčiūnienė
http://www.wikidata.org/entity/Q103844418,embassy of Lithuania in Italy,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q123261843,Dalia Kreivienė
http://www.wikidata.org/entity/Q58603930,"Embassy of Germany, Abidjan",http://www.wikidata.org/entity/Q1008,Ivory Coast,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q23061438,Matthias Veltin
http://www.wikidata.org/entity/Q58654954,"Embassy of Germany, Kingston",http://www.wikidata.org/entity/Q766,Jamaica,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q108121667,Jan Hendrik van Thiel
http://www.wikidata.org/entity/Q16061535,"Embassy of Germany, Tokyo",http://www.wikidata.org/entity/Q17,Japan,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q105103056,Petra Sigmund
http://www.wikidata.org/entity/Q58699755,"Embassy of Germany, Amman",http://www.wikidata.org/entity/Q810,Jordan,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q122848793,Bertram von Moltke
http://www.wikidata.org/entity/Q58751291,"Embassy of Germany, Astana",http://www.wikidata.org/entity/Q232,Kazakhstan,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q75584499,Monika Iwersen
http://www.wikidata.org/entity/Q2841645,"Embassy of France, Astana",http://www.wikidata.org/entity/Q232,Kazakhstan,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q50385830,Didier Canesse
http://www.wikidata.org/entity/Q58868647,"Embassy of Germany, Nairobi",http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q113866786,Sebastian Groth
http://www.wikidata.org/entity/Q58494168,"Embassy of Germany, Copenhagen",http://www.wikidata.org/entity/Q756617,Kingdom of Denmark,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q110518955,Pascal Hector
http://www.wikidata.org/entity/Q5369841,"Embassy of Russia, Copenhagen",http://www.wikidata.org/entity/Q756617,Kingdom of Denmark,http://www.wikidata.org/entity/Q159,Russia,http://www.wikidata.org/entity/Q4389751,Teimuraz Ramishvili
http://www.wikidata.org/entity/Q15216584,"Embassy of the United States, Copenhagen",http://www.wikidata.org/entity/Q756617,Kingdom of Denmark,http://www.wikidata.org/entity/Q30,United States,http://www.wikidata.org/entity/Q39038326,Carla Sands
http://www.wikidata.org/entity/Q58874705,"Embassy of Germany, Pristina",http://www.wikidata.org/entity/Q1246,Kosovo,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q59137419,Jörn Rohde
http://www.wikidata.org/entity/Q58894562,"Embassy of Germany, Kuwait",http://www.wikidata.org/entity/Q817,Kuwait,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q15819259,Hans-Christian von Reibnitz
http://www.wikidata.org/entity/Q58869045,"Embassy of Germany, Bishkek",http://www.wikidata.org/entity/Q813,Kyrgyzstan,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1489971,Gabriela Linda Guellil
http://www.wikidata.org/entity/Q108801993,Embassy of Hungary to Kyrgyzstan,http://www.wikidata.org/entity/Q813,Kyrgyzstan,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q909174,Sándor Dorogi
http://www.wikidata.org/entity/Q58894963,"Embassy of Germany, Vientiane",http://www.wikidata.org/entity/Q819,Laos,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q109626325,Annette Knobloch
http://www.wikidata.org/entity/Q1202233,"Embassy of Germany, Riga",http://www.wikidata.org/entity/Q211,Latvia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q23061610,Rolf Schütte
http://www.wikidata.org/entity/Q1202233,"Embassy of Germany, Riga",http://www.wikidata.org/entity/Q211,Latvia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q129185253,Gudrun Masloch
http://www.wikidata.org/entity/Q58895700,"Embassy of Germany, Beirut",http://www.wikidata.org/entity/Q822,Lebanon,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q123297369,Kurt Georg Stoeckl-Stillfried
http://www.wikidata.org/entity/Q1202234,"Embassy of Germany, Monrovia",http://www.wikidata.org/entity/Q1014,Liberia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q88671189,Jakob Haselhuber
http://www.wikidata.org/entity/Q58898825,"Embassy of Germany, Vilnius",http://www.wikidata.org/entity/Q37,Lithuania,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q123182553,Cornelius Zimmermann
http://www.wikidata.org/entity/Q58924865,"Embassy of Germany, Luxembourg",http://www.wikidata.org/entity/Q32,Luxembourg,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1594564,Heike Renate Peitsch
http://www.wikidata.org/entity/Q30906057,"Embassy of Poland, Luxembourg",http://www.wikidata.org/entity/Q32,Luxembourg,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q9165470,Barbara Labuda
http://www.wikidata.org/entity/Q30906057,"Embassy of Poland, Luxembourg",http://www.wikidata.org/entity/Q32,Luxembourg,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q56192014,Piotr Wojtczak
http://www.wikidata.org/entity/Q58925129,"Embassy of Germany, Antananarivo",http://www.wikidata.org/entity/Q1019,Madagascar,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q130739428,Oliver Knoerich
http://www.wikidata.org/entity/Q2841800,"Embassy of France, Antananarivo",http://www.wikidata.org/entity/Q1019,Madagascar,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1890259,Maurice Delauney
http://www.wikidata.org/entity/Q2841800,"Embassy of France, Antananarivo",http://www.wikidata.org/entity/Q1019,Madagascar,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q2830171,Alain Plantey
http://www.wikidata.org/entity/Q2841800,"Embassy of France, Antananarivo",http://www.wikidata.org/entity/Q1019,Madagascar,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q20899944,André Soucadaux
http://www.wikidata.org/entity/Q2841800,"Embassy of France, Antananarivo",http://www.wikidata.org/entity/Q1019,Madagascar,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q50887141,Marcel Gey
http://www.wikidata.org/entity/Q58926855,"Embassy of Germany, Lilongwe",http://www.wikidata.org/entity/Q1020,Malawi,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q23059431,Ute König
http://www.wikidata.org/entity/Q58944931,"Embassy of Germany, Kuala Lumpur",http://www.wikidata.org/entity/Q833,Malaysia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q2073973,Peter Blomeyer
http://www.wikidata.org/entity/Q59100146,"Embassy of Germany, Bamako",http://www.wikidata.org/entity/Q912,Mali,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q22693503,Dietrich Pohl
http://www.wikidata.org/entity/Q60300848,"Embassy of Germany, Valletta",http://www.wikidata.org/entity/Q233,Malta,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q121591446,Tanja Beyer
http://www.wikidata.org/entity/Q60265424,"Embassy of Germany, Nouakchott",http://www.wikidata.org/entity/Q1025,Mauritania,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q130260605,Florian Reindel
http://www.wikidata.org/entity/Q60263931,"Embassy of Germany, Mexico City",http://www.wikidata.org/entity/Q96,Mexico,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q22667824,Clemens von Goetze
http://www.wikidata.org/entity/Q5369696,"Embassy of Germany, Chișinău",http://www.wikidata.org/entity/Q217,Moldova,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q74385982,Margret Uebber
http://www.wikidata.org/entity/Q5369837,"Embassy of Romania, Chișinău",http://www.wikidata.org/entity/Q217,Moldova,http://www.wikidata.org/entity/Q218,Romania,http://www.wikidata.org/entity/Q6765963,Marius Lazurca
http://www.wikidata.org/entity/Q33309283,"Embassy of Germany, Ulaanbaatar",http://www.wikidata.org/entity/Q711,Mongolia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q15815064,Helmut Kulitz
http://www.wikidata.org/entity/Q109123333,Embassy of Hungary in Ulaanbaatar,http://www.wikidata.org/entity/Q711,Mongolia,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q20435206,Borbála Obrusánszky
http://www.wikidata.org/entity/Q60257621,"Embassy of Germany, Podgorica",http://www.wikidata.org/entity/Q236,Montenegro,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1322202,Peter Felten
http://www.wikidata.org/entity/Q60298884,"Embassy of Germany, Rabat",http://www.wikidata.org/entity/Q1028,Morocco,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q111919085,Robert Dölger
http://www.wikidata.org/entity/Q110694909,Q110694909,http://www.wikidata.org/entity/Q1028,Morocco,http://www.wikidata.org/entity/Q1006,Guinea,http://www.wikidata.org/entity/Q110694952,Aboubacar Dione
http://www.wikidata.org/entity/Q20873909,"Embassy of Germany, Maputo",http://www.wikidata.org/entity/Q1029,Mozambique,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q124412133,Ronald Münch
http://www.wikidata.org/entity/Q5369966,"Embassy of the United States of America, Rangoon",http://www.wikidata.org/entity/Q836,Myanmar,http://www.wikidata.org/entity/Q30,United States,http://www.wikidata.org/entity/Q13573579,Scot Marciel
http://www.wikidata.org/entity/Q478156,"Embassy of Germany, Windhoek",http://www.wikidata.org/entity/Q1030,Namibia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q77435503,Thorsten Hutter
http://www.wikidata.org/entity/Q60243033,"Embassy of Germany, Kathmandu",http://www.wikidata.org/entity/Q837,Nepal,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q23061416,Thomas Prinz
http://www.wikidata.org/entity/Q60231056,"Embassy of Germany, The Hague",http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q214517,Nikolaus Meyer-Landrut
http://www.wikidata.org/entity/Q25112625,"Embassy of the United Kingdom, The Hague",http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q39073329,Peter Wilson
http://www.wikidata.org/entity/Q116047710,"Embassy of the People's Republic of China, The Hague",http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q67935301,Tan Jian
http://www.wikidata.org/entity/Q5369702,"Embassy of Germany, Wellington",http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q114893658,Nicole Menzenbach
http://www.wikidata.org/entity/Q111822707,embassy of Hungary in New Zealand,http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q108805543,Zsolt Hetesy
http://www.wikidata.org/entity/Q60242456,"Embassy of Germany, Managua",http://www.wikidata.org/entity/Q811,Nicaragua,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q130634431,Karsten Warnecke
http://www.wikidata.org/entity/Q28473843,"Embassy of Germany, Niamey",http://www.wikidata.org/entity/Q1032,Niger,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q104786232,Oliver Schnakenberg
http://www.wikidata.org/entity/Q5369691,"Embassy of Germany, Abuja",http://www.wikidata.org/entity/Q1033,Nigeria,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q566488,Annett Günther
http://www.wikidata.org/entity/Q60260517,"Embassy of Germany, Skopje",http://www.wikidata.org/entity/Q221,North Macedonia,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q124429233,Petra Drexler
http://www.wikidata.org/entity/Q2841762,"Embassy of France, Skopje",http://www.wikidata.org/entity/Q221,North Macedonia,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q99773870,Cyrille Baumgartner
http://www.wikidata.org/entity/Q1555163,"Embassy of France, Oslo",http://www.wikidata.org/entity/Q20,Norway,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q3383371,Pierre-Mathieu Duhamel
http://www.wikidata.org/entity/Q19393656,"Embassy of Germany, Oslo",http://www.wikidata.org/entity/Q20,Norway,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q84081975,Detlef Wächter
http://www.wikidata.org/entity/Q19689804,"Embassy of the United Kingdom, Oslo",http://www.wikidata.org/entity/Q20,Norway,http://www.wikidata.org/entity/Q145,United Kingdom,http://www.wikidata.org/entity/Q17050252,Sarah Gillett
http://www.wikidata.org/entity/Q60228194,"Embassy of Germany, Muscat",http://www.wikidata.org/entity/Q842,Oman,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q58808431,Dirk Lölke
http://www.wikidata.org/entity/Q60168849,"Embassy of Germany, Islamabad",http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q84318950,Alfred Grannas
http://www.wikidata.org/entity/Q5369956,"Embassy of the United States, Islamabad",http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q30,United States,http://www.wikidata.org/entity/Q5234629,David Hale
http://www.wikidata.org/entity/Q20635389,"Embassy of Palestine, Islamabad",http://www.wikidata.org/entity/Q843,Pakistan,http://www.wikidata.org/entity/Q219060,Palestine,http://www.wikidata.org/entity/Q99688835,Ahmad Rabaie
http://www.wikidata.org/entity/Q60168520,"Embassy of Germany, Panama",http://www.wikidata.org/entity/Q804,Panama,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q214492,Joachim Schmillen
http://www.wikidata.org/entity/Q60168294,"Embassy of Germany, Asunción",http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1404460,Gordon Kricke
http://www.wikidata.org/entity/Q5369716,"Embassy of Hungary, Beijing",http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q28,Hungary,http://www.wikidata.org/entity/Q66684946,Máté Pesti
http://www.wikidata.org/entity/Q15916341,"Embassy of Germany, Beijing",http://www.wikidata.org/entity/Q148,People's Republic of China,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q2057179,Patricia Flor
http://www.wikidata.org/entity/Q60168158,"Embassy of Germany, Lima",http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q22704798,Sabine Bloch
http://www.wikidata.org/entity/Q60167779,"Embassy of Germany, Manila",http://www.wikidata.org/entity/Q928,Philippines,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q98960114,Andreas Pfaffernoschke
